host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,review_scores_rating,instant_bookable,reviews_per_month,source_city,GEOID,area_sqmiles,crime_count,population,NatWalkInd,host_response_time_ord,amenities_list,safety_amenities_count,convenience_amenities_count,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,room_type_nan,is_unique_stay,population_per_sqmile,crime_per_1000,crime_per_sqmile,host_years,price_per_person,dist_km_downtown,dist_km_airport,log_dist_km_downtown,log_dist_km_airport,source_city_LA,source_city_OAK,source_city_SD,source_city_SF,source_city_nan,listing_age_years,reviews_per_year,bathrooms_per_bedroom,bath/bed
2011-05-26,,1.0,0.88,1.0,3.0,7.0,1.0,1.0,Castlemont,37.7535,-122.16069,Entire home,Entire home/apt,2,1.0,"[""Coffee maker"", ""Long term stays allowed"", ""Ping pong table"", ""Dryer"", ""Dishes and silverware"", ""Outdoor furniture"", ""Portable fans"", ""Essentials"", ""Hot water"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Patio or balcony"", ""TV with standard cable"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Oven"", ""Shampoo"", ""Washer"", ""Microwave"", ""Kitchen"", ""Free parking on premises"", ""Hair dryer"", ""Cleaning products"", ""Hangers"", ""Heating"", ""Backyard"", ""City skyline view"", ""Stove"", ""Body soap"", ""Wifi"", ""Pets allowed"", ""Bed linens"", ""Private entrance"", ""Fire extinguisher"", ""Air conditioning""]",89.0,2,60,t,0,0,20,160,39,0,0,2012-06-24,4.5,0.0,0.24,OAK,6001409700.0,0.3130993008,559.0,5061.0,12.7500000025,1.0,"['Coffee maker', 'Long term stays allowed', 'Ping pong table', 'Dryer', 'Dishes and silverware', 'Outdoor furniture', 'Portable fans', 'Essentials', 'Hot water', 'Refrigerator', 'Carbon monoxide alarm', 'Cooking basics', 'Iron', 'Patio or balcony', 'TV with standard cable', 'Smoke alarm', 'Extra pillows and blankets', 'Oven', 'Shampoo', 'Washer', 'Microwave', 'Kitchen', 'Free parking on premises', 'Hair dryer', 'Cleaning products', 'Hangers', 'Heating', 'Backyard', 'City skyline view', 'Stove', 'Body soap', 'Wifi', 'Pets allowed', 'Bed linens', 'Private entrance', 'Fire extinguisher', 'Air conditioning']",3,5,1,0,0,0,0,0,16164.20090070032,110.45247974708556,1785.3760726124242,14.35,44.5,11.234331497060142,6.380910628107587,2.504246056828959,1.998897022342787,0,1,0,0,0,13.263013698630138,2.8044563964656164,1.0,1.0
2012-03-12,,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,Merriwood,37.85391,-122.21926,Entire rental unit,Entire home/apt,3,1.0,"[""Dryer"", ""Essentials"", ""Carbon monoxide alarm"", ""Hot tub"", ""Iron"", ""TV with standard cable"", ""Smoke alarm"", ""Elevator"", ""Shampoo"", ""Washer"", ""Kitchen"", ""Free parking on premises"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Indoor fireplace"", ""Gym"", ""Wifi"", ""Pool"", ""Fire extinguisher""]",2160.0,365,365,t,24,54,84,359,28,0,0,2012-08-08,4.92,0.0,0.18,OAK,6001404400.0,1.6033509063,248.0,5657.0,9.277777777666666,-1.0,"['Dryer', 'Essentials', 'Carbon monoxide alarm', 'Hot tub', 'Iron', 'TV with standard cable', 'Smoke alarm', 'Elevator', 'Shampoo', 'Washer', 'Kitchen', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Heating', 'Indoor fireplace', 'Gym', 'Wifi', 'Pool', 'Fire extinguisher']",3,3,1,0,0,0,0,0,3528.235757856945,43.83949089623476,154.67605938633946,13.55,720.0,7.149698595572872,14.736217884811015,2.097980944430617,2.7559649272549445,0,1,0,0,0,13.13972602739726,2.0509591164503003,1.0,1.0
2012-06-29,,0.8,0.58,1.0,1.0,1.0,1.0,1.0,Shepherd Canyon,37.8348,-122.18895,Entire rental unit,Entire home/apt,2,2.0,"[""Self check-in"", ""Long term stays allowed"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Dishes and silverware"", ""Ethernet connection"", ""Portable fans"", ""Valley view"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Radiant heating"", ""Cooking basics"", ""Iron"", ""Stainless steel electric stove"", ""Toaster"", ""Exterior security cameras on property"", ""First aid kit"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Wine glasses"", ""Coffee"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""Free street parking"", ""Organic  body soap"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Microwave"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Drying rack for clothing"", ""Coffee maker: french press"", ""Organic shampoos  shampoo"", ""Hair dryer"", ""HDTV with Amazon Prime Video, HBO Max, Netflix, Roku"", ""Cleaning products"", ""Hangers"", ""Stainless steel oven"", ""Room-darkening shades"", ""Dining table"", ""Wifi"", ""Shower gel"", ""Pets allowed"", ""Cleaning available during stay"", ""Blender"", ""Hot water kettle"", ""Bed linens"", ""Lockbox"", ""Private entrance"", ""Books and reading material"", ""Fire extinguisher"", ""Baking sheet""]",52.0,21,1125,t,17,23,43,267,37,3,0,2013-07-26,4.7,0.0,0.25,OAK,6001404600.0,1.8833618232,297.0,4767.0,7.91666666575,2.0,"['Self check-in', 'Long term stays allowed', 'Free washer – In unit', 'Outdoor furniture', 'Dishes and silverware', 'Ethernet connection', 'Portable fans', 'Valley view', 'Dedicated workspace', 'Essentials', 'Hot water', 'Refrigerator', 'Carbon monoxide alarm', 'Radiant heating', 'Cooking basics', 'Iron', 'Stainless steel electric stove', 'Toaster', 'Exterior security cameras on property', 'First aid kit', 'Conditioner', 'Smoke alarm', 'Extra pillows and blankets', 'Wine glasses', 'Coffee', 'Private patio or balcony', 'Luggage dropoff allowed', 'Free street parking', 'Organic  body soap', 'Clothing storage: walk-in closet, closet, and dresser', 'Microwave', 'Kitchen', 'Free dryer – In unit', 'Drying rack for clothing', 'Coffee maker: french press', 'Organic shampoos  shampoo', 'Hair dryer', 'HDTV with Amazon Prime Video, HBO Max, Netflix, Roku', 'Cleaning products', 'Hangers', 'Stainless steel oven', 'Room-darkening shades', 'Dining table', 'Wifi', 'Shower gel', 'Pets allowed', 'Cleaning available during stay', 'Blender', 'Hot water kettle', 'Bed linens', 'Lockbox', 'Private entrance', 'Books and reading material', 'Fire extinguisher', 'Baking sheet']",4,4,1,0,0,0,0,0,2531.1121534259632,62.30333543108873,157.6967295086031,13.25,26.0,7.97349319577566,12.918144173510184,2.1942750312293327,2.6331933251497355,0,1,0,0,0,12.175342465753424,2.8841755042628408,1.0,1.0
2012-05-08,,1.0,0.95,1.0,1.0,5.0,1.0,0.0,Montclair,37.832,-122.20522,Entire home,Entire home/apt,2,1.0,"[""Wifi"", ""Dishes and silverware"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Free street parking"", ""Hot water"", ""Heating"", ""Refrigerator"", ""Private entrance"", ""Backyard"", ""TV"", ""Shampoo"", ""Microwave""]",88.0,2,60,t,19,44,65,340,408,22,0,2012-07-30,4.84,0.0,2.55,OAK,6001404502.0,1.1891366487,413.0,6038.0,13.9166666675,1.0,"['Wifi', 'Dishes and silverware', 'Hair dryer', 'Hangers', 'Essentials', 'Free street parking', 'Hot water', 'Heating', 'Refrigerator', 'Private entrance', 'Backyard', 'TV', 'Shampoo', 'Microwave']",0,4,1,0,0,0,0,0,5077.633429766818,68.40013249420338,347.31079935304666,13.39,44.0,6.555505198596083,12.375569540061162,2.0222764629259817,2.5934298743099435,0,1,0,0,0,13.164383561643836,28.8752417794971,1.0,1.0
2012-07-27,,-1.0,0.5,0.0,1.0,2.0,1.0,1.0,Piedmont Avenue,37.82152,-122.25335,Entire home,Entire home/apt,6,3.0,"[""Self check-in"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Dishes and silverware"", ""Outdoor furniture"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Smart lock"", ""Cooking basics"", ""Children\u2019s dinnerware"", ""Iron"", ""Indoor fireplace: gas"", ""Smoke alarm"", ""Private patio or balcony"", ""Oven"", ""Free street parking"", ""Pack \u2019n play/Travel crib"", ""Children\u2019s books and toys"", ""Shampoo"", ""Babysitter recommendations"", ""Microwave"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Dishwasher"", ""Hair dryer"", ""Bathtub"", ""Hangers"", ""Heating"", ""Stove"", ""Wifi"", ""HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, HBO Max, Netflix"", ""Fire extinguisher"", ""Crib""]",699.0,4,1125,t,24,54,84,173,20,2,0,2017-12-30,4.95,0.0,0.21,OAK,6001404000.0,0.1416932946,526.0,2984.0,13.16666667,-1.0,"['Self check-in', 'Coffee maker', 'Free washer – In unit', 'Private backyard – Fully fenced', 'Dishes and silverware', 'Outdoor furniture', 'Dedicated workspace', 'Essentials', 'Hot water', 'Refrigerator', 'Carbon monoxide alarm', 'Smart lock', 'Cooking basics', 'Children’s dinnerware', 'Iron', 'Indoor fireplace: gas', 'Smoke alarm', 'Private patio or balcony', 'Oven', 'Free street parking', 'Pack ’n play/Travel crib', 'Children’s books and toys', 'Shampoo', 'Babysitter recommendations', 'Microwave', 'Kitchen', 'Free dryer – In unit', 'Dishwasher', 'Hair dryer', 'Bathtub', 'Hangers', 'Heating', 'Stove', 'Wifi', 'HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, HBO Max, Netflix', 'Fire extinguisher', 'Crib']",3,5,1,0,0,0,0,0,21059.57101515516,176.27345844504023,3712.243416210325,13.17,116.5,2.466405158006441,11.495013161772414,1.2431180794433905,2.5253296176494997,0,1,0,0,0,7.742465753424658,2.402068317141962,0.8333333333333334,0.8333333333333334
2011-04-22,,-1.0,-1.0,0.0,1.0,6.0,1.0,1.0,Allendale,37.78851,-122.20825,Entire home,Entire home/apt,2,1.0,"[""Wifi"", ""Long term stays allowed"", ""Dryer"", ""Free parking on premises"", ""Smoke alarm"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Host greets you"", ""Hangers"", ""Essentials"", ""Free street parking"", ""Hot water"", ""Heating"", ""Carbon monoxide alarm"", ""Shampoo"", ""Washer"", ""Iron"", ""Kitchen""]",300.0,3,1125,t,30,60,90,365,4,0,0,2012-11-01,5.0,0.0,0.03,OAK,6001407000.0,0.3331795896,621.0,6315.0,14.5,-1.0,"['Wifi', 'Long term stays allowed', 'Dryer', 'Free parking on premises', 'Smoke alarm', 'Hair dryer', 'Luggage dropoff allowed', 'Host greets you', 'Hangers', 'Essentials', 'Free street parking', 'Hot water', 'Heating', 'Carbon monoxide alarm', 'Shampoo', 'Washer', 'Iron', 'Kitchen']",2,4,1,0,0,0,0,0,18953.74205719353,98.3372921615202,1863.859670232333,14.44,150.0,5.800121206995285,7.5449130937844355,1.916940436581336,2.145336146098566,0,1,0,0,0,12.906849315068492,0.3595350669818755,1.0,1.0
2012-03-12,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Piedmont Avenue,37.82364,-122.25019,Entire guest suite,Entire home/apt,4,2.0,"[""Mini fridge"", ""Coffee maker"", ""Long term stays allowed"", ""Dryer"", ""Dishes and silverware"", ""Portable fans"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Iron"", ""TV with standard cable"", ""First aid kit"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Shared backyard \u2013 Fully fenced"", ""Luggage dropoff allowed"", ""Free street parking"", ""Children\u2019s books and toys"", ""Shampoo"", ""Washer"", ""Microwave"", ""EV charger - level 2"", ""Free parking on premises"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Body soap"", ""Wifi"", ""Clothing storage: walk-in closet and dresser"", ""Single level home"", ""Bed linens"", ""Fire extinguisher""]",144.0,30,90,t,0,0,9,284,158,1,0,2012-10-01,4.88,0.0,1.0,OAK,6001404102.0,0.0888694092,388.0,2623.0,16.25,0.0,"['Mini fridge', 'Coffee maker', 'Long term stays allowed', 'Dryer', 'Dishes and silverware', 'Portable fans', 'Dedicated workspace', 'Essentials', 'Hot water', 'Refrigerator', 'Carbon monoxide alarm', 'Iron', 'TV with standard cable', 'First aid kit', 'Conditioner', 'Smoke alarm', 'Extra pillows and blankets', 'Shared backyard – Fully fenced', 'Luggage dropoff allowed', 'Free street parking', 'Children’s books and toys', 'Shampoo', 'Washer', 'Microwave', 'EV charger - level 2', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Heating', 'Body soap', 'Wifi', 'Clothing storage: walk-in closet and dresser', 'Single level home', 'Bed linens', 'Fire extinguisher']",4,5,1,0,0,0,0,0,29515.21815675579,147.9222264582539,4365.956784148398,13.55,36.0,2.825407839080686,11.658873837581137,1.3416650861907586,2.538358458381877,0,1,0,0,0,12.991780821917809,11.363814372429998,1.0,1.0
2011-01-15,,-1.0,-1.0,0.0,1.0,2.0,1.0,1.0,Piedmont Avenue,37.82364,-122.24942,Private room in home,Private room,2,1.0,"[""Coffee maker"", ""Long term stays allowed"", ""Dryer"", ""Dishes and silverware"", ""Host greets you"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Breakfast"", ""Cooking basics"", ""Iron"", ""Patio or balcony"", ""TV with standard cable"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Free street parking"", ""Shampoo"", ""Washer"", ""Microwave"", ""Kitchen"", ""Dishwasher"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Backyard"", ""Stove"", ""Wifi"", ""Shower gel"", ""Bed linens"", ""Fire extinguisher""]",100.0,30,33,t,29,59,89,178,75,0,0,2012-09-30,4.96,0.0,0.47,OAK,6001404102.0,0.0888694092,388.0,2623.0,16.25,-1.0,"['Coffee maker', 'Long term stays allowed', 'Dryer', 'Dishes and silverware', 'Host greets you', 'Dedicated workspace', 'Essentials', 'Hot water', 'Refrigerator', 'Carbon monoxide alarm', 'Breakfast', 'Cooking basics', 'Iron', 'Patio or balcony', 'TV with standard cable', 'Smoke alarm', 'Extra pillows and blankets', 'Luggage dropoff allowed', 'Oven', 'Free street parking', 'Shampoo', 'Washer', 'Microwave', 'Kitchen', 'Dishwasher', 'Hair dryer', 'Hangers', 'Heating', 'Backyard', 'Stove', 'Wifi', 'Shower gel', 'Bed linens', 'Fire extinguisher']",3,5,0,0,1,0,0,0,29515.21815675579,147.9222264582539,4365.956784148398,14.7,50.0,2.8699247822129696,11.644080995367489,1.353235070732127,2.537189200167043,0,1,0,0,0,12.994520547945204,5.43069694596711,1.0,1.0
2012-09-18,,1.0,0.69,0.0,1.0,1.0,1.0,1.0,Piedmont Avenue,37.82987,-122.25396,Entire home,Entire home/apt,4,4.0,"[""Self check-in"", ""Coffee maker"", ""Long term stays allowed"", ""Dryer"", ""Dishes and silverware"", ""Ethernet connection"", ""BBQ grill"", ""Essentials"", ""Hot water"", ""Refrigerator"", ""Cooking basics"", ""Children\u2019s dinnerware"", ""Iron"", ""Patio or balcony"", ""First aid kit"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Free street parking"", ""Children\u2019s books and toys"", ""Shampoo"", ""Washer"", ""Pocket wifi"", ""Kitchen"", ""Microwave"", ""Dishwasher"", ""Free parking on premises"", ""Hair dryer"", ""Bathtub"", ""Hangers"", ""Heating"", ""Indoor fireplace"", ""Backyard"", ""Stove"", ""Fireplace guards"", ""Wifi"", ""Bed linens"", ""Lockbox"", ""Fire extinguisher"", ""Air conditioning""]",188.0,3,60,t,0,0,3,33,123,6,0,2013-01-06,4.92,0.0,0.79,OAK,6001404101.0,0.2197993941,551.0,3155.0,17.416666665,0.0,"['Self check-in', 'Coffee maker', 'Long term stays allowed', 'Dryer', 'Dishes and silverware', 'Ethernet connection', 'BBQ grill', 'Essentials', 'Hot water', 'Refrigerator', 'Cooking basics', 'Children’s dinnerware', 'Iron', 'Patio or balcony', 'First aid kit', 'Smoke alarm', 'Extra pillows and blankets', 'Luggage dropoff allowed', 'Oven', 'Free street parking', 'Children’s books and toys', 'Shampoo', 'Washer', 'Pocket wifi', 'Kitchen', 'Microwave', 'Dishwasher', 'Free parking on premises', 'Hair dryer', 'Bathtub', 'Hangers', 'Heating', 'Indoor fireplace', 'Backyard', 'Stove', 'Fireplace guards', 'Wifi', 'Bed linens', 'Lockbox', 'Fire extinguisher', 'Air conditioning']",3,7,1,0,0,0,0,0,14353.997711952748,174.6434231378764,2506.8312961286733,13.03,47.0,3.213040666961116,12.40891312550028,1.438184635682577,2.595919644456343,0,1,0,0,0,12.726027397260276,9.033932135728543,1.0,1.0
2012-10-07,,1.0,0.97,1.0,7.0,20.0,1.0,1.0,Mosswood,37.8271,-122.26424,Entire rental unit,Entire home/apt,4,2.0,"[""Self check-in"", ""Laundromat nearby"", ""Long term stays allowed"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Dishes and silverware"", ""Rice maker"", ""HDTV with Amazon Prime Video, Netflix, HBO Max"", ""Portable fans"", ""Coffee maker: pour-over coffee"", ""Essentials"", ""Hot water"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Shared patio or balcony"", ""Cooking basics"", ""Iron"", ""Board games"", ""Toaster"", ""Freezer"", ""First aid kit"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Wine glasses"", ""Shared backyard \u2013 Fully fenced"", ""Luggage dropoff allowed"", ""Fire pit"", ""Oven"", ""Pack \u2019n play/Travel crib"", ""Fast wifi \u2013 463 Mbps"", ""Children\u2019s books and toys for ages 5-10 years old and 10+ years old"", ""Microwave"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Everyone Soap 3-in-1 Shampoo/Body/Conditioner body soap"", ""Hair dryer"", ""Bathtub"", ""Garden view"", ""Cleaning products"", ""Hangers"", ""Central heating"", ""Paid street parking off premises"", ""Stove"", ""Everyone Soap 3-in-1 Shampoo/Body/Conditioner conditioner"", ""Shower gel"", ""Pets allowed"", ""Hot water kettle"", ""Bed linens"", ""Lockbox"", ""Private entrance"", ""Everyone Soap 3-in-1 Shampoo/Body/Conditioner shampoo"", ""Baking sheet"", ""Crib""]",124.0,2,60,t,4,21,49,309,512,18,1,2012-10-08,4.96,0.0,3.24,OAK,6001401100.0,0.3371934852,2035.0,5627.0,16.5416666675,0.0,"['Self check-in', 'Laundromat nearby', 'Long term stays allowed', 'Free washer – In unit', 'Outdoor furniture', 'Dishes and silverware', 'Rice maker', 'HDTV with Amazon Prime Video, Netflix, HBO Max', 'Portable fans', 'Coffee maker: pour-over coffee', 'Essentials', 'Hot water', 'Refrigerator', 'Carbon monoxide alarm', 'Outdoor dining area', 'Shared patio or balcony', 'Cooking basics', 'Iron', 'Board games', 'Toaster', 'Freezer', 'First aid kit', 'Smoke alarm', 'Extra pillows and blankets', 'Wine glasses', 'Shared backyard – Fully fenced', 'Luggage dropoff allowed', 'Fire pit', 'Oven', 'Pack ’n play/Travel crib', 'Fast wifi – 463 Mbps', 'Children’s books and toys for ages 5-10 years old and 10+ years old', 'Microwave', 'Kitchen', 'Free dryer – In unit', 'Everyone Soap 3-in-1 Shampoo/Body/Conditioner body soap', 'Hair dryer', 'Bathtub', 'Garden view', 'Cleaning products', 'Hangers', 'Central heating', 'Paid street parking off premises', 'Stove', 'Everyone Soap 3-in-1 Shampoo/Body/Conditioner conditioner', 'Shower gel', 'Pets allowed', 'Hot water kettle', 'Bed linens', 'Lockbox', 'Private entrance', 'Everyone Soap 3-in-1 Shampoo/Body/Conditioner shampoo', 'Baking sheet', 'Crib']",3,2,1,0,0,0,0,0,16687.7482720713,361.6491913986138,6035.110668858201,12.98,31.0,2.600206071519342,12.358149711711285,1.2809910859125049,2.5921266638848435,0,1,0,0,0,12.972602739726028,36.71470588235294,1.0,1.0
2011-11-01,,1.0,0.62,0.0,1.0,1.0,1.0,1.0,Lakeshore,37.81662,-122.23995,Entire guest suite,Entire home/apt,1,1.0,"[""Self check-in"", ""Coffee maker"", ""Dishes and silverware"", ""Essentials"", ""Hot water"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Smart lock"", ""Iron"", ""First aid kit"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Free street parking"", ""Shampoo"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""Hangers"", ""EV charger"", ""Heating"", ""Wifi"", ""Clothing storage"", ""Bed linens"", ""Private entrance"", ""Fire extinguisher""]",75.0,3,30,t,0,23,53,328,141,7,0,2012-10-29,4.63,0.0,0.9,OAK,6001403800.0,0.2519951148,833.0,3996.0,16.166666665,2.0,"['Self check-in', 'Coffee maker', 'Dishes and silverware', 'Essentials', 'Hot water', 'Refrigerator', 'Carbon monoxide alarm', 'Smart lock', 'Iron', 'First aid kit', 'Smoke alarm', 'Extra pillows and blankets', 'Luggage dropoff allowed', 'Free street parking', 'Shampoo', 'Microwave', 'Drying rack for clothing', 'Hair dryer', 'Hangers', 'EV charger', 'Heating', 'Wifi', 'Clothing storage', 'Bed linens', 'Private entrance', 'Fire extinguisher']",4,4,1,0,0,0,0,0,15857.450265143,208.45845845845844,3305.619637353383,13.91,75.0,3.060406742651089,10.721644368483124,1.401283151514655,2.461437078785196,0,1,0,0,0,12.915068493150685,10.204764717464068,1.0,1.0
2012-05-06,,1.0,0.97,1.0,2.0,4.0,1.0,1.0,Clawson,37.82983,-122.289,Entire loft,Entire home/apt,2,1.0,"[""Self check-in"", ""Dryer"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Dedicated workspace"", ""Baking sheet"", ""Hot water"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Toaster"", ""Patio or balcony"", ""Freezer"", ""First aid kit"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Wine glasses"", ""Coffee"", ""Oven"", ""Elevator"", ""Washer"", ""Microwave"", ""Kitchen"", ""Dishwasher"", ""Free parking on premises"", ""Hair dryer"", ""Bathtub"", ""Hangers"", ""Heating"", ""Dining table"", ""Housekeeping - available at extra cost"", ""Stove"", ""Wifi"", ""Hot water kettle"", ""Bed linens"", ""Alexa sound system"", ""Lockbox"", ""Private entrance"", ""TV"", ""Ceiling fan"", ""Fire extinguisher"", ""Coffee maker: Nespresso""]",97.0,180,500,t,30,60,90,364,8,1,0,2012-10-28,5.0,0.0,0.05,OAK,6001425104.0,0.4197378042,53.0,4070.0,17.916666665,1.0,"['Self check-in', 'Dryer', 'Dishes and silverware', 'Clothing storage: closet and dresser', 'Dedicated workspace', 'Baking sheet', 'Hot water', 'Refrigerator', 'Carbon monoxide alarm', 'Cooking basics', 'Iron', 'Toaster', 'Patio or balcony', 'Freezer', 'First aid kit', 'Smoke alarm', 'Extra pillows and blankets', 'Wine glasses', 'Coffee', 'Oven', 'Elevator', 'Washer', 'Microwave', 'Kitchen', 'Dishwasher', 'Free parking on premises', 'Hair dryer', 'Bathtub', 'Hangers', 'Heating', 'Dining table', 'Housekeeping - available at extra cost', 'Stove', 'Wifi', 'Hot water kettle', 'Bed linens', 'Alexa sound system', 'Lockbox', 'Private entrance', 'TV', 'Ceiling fan', 'Fire extinguisher', 'Coffee maker: Nespresso']",4,8,1,0,0,0,0,0,9696.529498354868,13.022113022113022,126.26930304983,13.4,48.5,3.237633377468309,13.464512505919377,1.4440049477199706,2.6716982362300006,0,1,0,0,0,12.917808219178085,0.6466535433070866,1.0,1.0
2009-11-22,,0.96,0.88,1.0,1.0,1.0,1.0,1.0,Santa Fe,37.84358,-122.27254,Private room in home,Private room,1,1.0,"[""Outdoor furniture"", ""Dishes and silverware"", ""Host greets you"", ""BBQ grill"", ""Coffee maker: pour-over coffee"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Shared patio or balcony"", ""Cooking basics"", ""Iron"", ""Toaster"", ""Portable heater"", ""Free washer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Smoking allowed"", ""Fire pit"", ""Oven"", ""Free street parking"", ""Children\u2019s books and toys"", ""Shampoo"", ""Kitchen"", ""Dishwasher"", ""Hair dryer"", ""Hangers"", ""Stove"", ""Wifi"", ""Free dryer \u2013 In building""]",60.0,1,6,t,10,29,58,236,706,75,2,2015-08-28,4.88,0.0,5.75,OAK,6001400700.0,0.3340309401,477.0,4404.0,16.0,0.0,"['Outdoor furniture', 'Dishes and silverware', 'Host greets you', 'BBQ grill', 'Coffee maker: pour-over coffee', 'Dedicated workspace', 'Essentials', 'Hot water', 'Refrigerator', 'Carbon monoxide alarm', 'Shared patio or balcony', 'Cooking basics', 'Iron', 'Toaster', 'Portable heater', 'Free washer – In building', 'Lock on bedroom door', 'Smoke alarm', 'Smoking allowed', 'Fire pit', 'Oven', 'Free street parking', 'Children’s books and toys', 'Shampoo', 'Kitchen', 'Dishwasher', 'Hair dryer', 'Hangers', 'Stove', 'Wifi', 'Free dryer – In building']",2,3,0,0,1,0,0,0,13184.407404540309,108.31062670299728,1428.0114286933983,15.85,60.0,4.362804293248347,14.326758764838493,1.6794870273059144,2.729600239663997,0,1,0,0,0,10.084931506849315,63.780276816609,1.0,1.0
2011-02-20,,1.0,0.97,1.0,2.0,3.0,1.0,1.0,Rockridge,37.85141,-122.24972,Entire guesthouse,Entire home/apt,2,1.0,"[""Self check-in"", ""Coffee maker"", ""Long term stays allowed"", ""Dryer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Refrigerator"", ""Carbon monoxide alarm"", ""EO conditioner"", ""Cooking basics"", ""Iron"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Free street parking"", ""Shampoo"", ""Washer"", ""Kitchen"", ""Keypad"", ""Free driveway parking on premises \u2013 1 space"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Backyard"", ""Wifi"", ""Shower gel"", ""Bed linens""]",161.0,3,90,t,6,27,54,329,224,24,1,2012-12-30,4.92,0.0,1.44,OAK,6001423800.0,0.4188107781,8.0,3460.0,15.166666666666666,1.0,"['Self check-in', 'Coffee maker', 'Long term stays allowed', 'Dryer', 'Dishes and silverware', 'Dedicated workspace', 'Essentials', 'Hot water', 'Refrigerator', 'Carbon monoxide alarm', 'EO conditioner', 'Cooking basics', 'Iron', 'Exterior security cameras on property', 'Smoke alarm', 'Luggage dropoff allowed', 'Free street parking', 'Shampoo', 'Washer', 'Kitchen', 'Keypad', 'Free driveway parking on premises – 1 space', 'Hair dryer', 'Hangers', 'Heating', 'Backyard', 'Wifi', 'Shower gel', 'Bed linens']",2,5,1,0,0,0,0,0,8261.48748056778,2.3121387283237,19.101705157382145,14.61,80.5,5.559693790554421,14.678799315300497,1.8809439235973904,2.752309437710997,0,1,0,0,0,12.745205479452055,16.369344229619294,1.0,1.0
